DATE,PM2.5,PM10,O3,CO,NO2,SO2,NH3,Temperature,Humidity,Pressure,AQI,SampleCount
06-10-2025,20.31,24.38,0.0,0.0,0.0,0.0,0.0,30.09,0.0,942.83,0.0,218
07-10-2025,27.39,32.55,0.0,0.0,0.0,0.0,0.0,27.26,0.0,896.17,0.0,226
08-10-2025,30.26,35.62,0.0,0.0,0.0,0.0,0.0,28.78,0.0,924.27,0.0,220
09-10-2025,31.53,34.99,0.0,0.0,0.0,0.0,0.0,28.11,0.0,887.9,0.0,220
10-10-2025,33.48,36.51,0.0,0.0,0.0,0.0,0.0,30.35,0.0,909.37,0.0,330
11-10-2025,29.08,31.91,0.0,0.0,0.0,0.0,0.0,29.38,0.0,911.19,0.0,234
13-10-2025,25.07,27.59,0.0,0.0,0.0,0.0,0.0,29.39,0.0,953.87,0.0,218
14-10-2025,47.33,52.19,0.0,0.0,0.0,0.0,0.0,29.95,0.0,933.63,0.0,221
15-10-2025,35.98,42.34,0.0,0.0,0.0,0.0,0.0,31.13,0.0,993.06,0.0,145
16-10-2025,40.96,47.2,0.0,0.0,0.0,0.0,0.0,29.62,0.0,979.3,0.0,190
17-10-2025,58.59,71.24,0.0,0.0,0.0,0.0,0.0,28.82,0.0,929.04,0.0,204
18-10-2025,28.77,31.44,0.0,0.0,0.0,0.0,0.0,28.78,0.0,954.41,0.0,227
21-10-2025,28.3,31.89,0.0,0.0,0.0,0.0,0.0,29.82,0.0,1000.87,0.0,150
22-10-2025,27.25,30.82,0.0,0.0,0.0,0.0,0.0,28.49,0.0,956.72,0.0,176
23-10-2025,17.94,21.27,0.0,0.0,0.0,0.0,0.0,27.96,0.0,946.88,0.0,210
24-10-2025,36.64,44.13,0.0,0.0,0.0,0.0,0.0,26.72,0.0,920.46,0.0,202
25-10-2025,36.29,44.24,0.0,0.0,0.0,0.0,0.0,29.32,0.0,927.58,0.0,233
27-10-2025,24.2,28.58,0.0,0.0,0.0,0.0,0.0,27.83,0.0,972.14,0.0,135
28-10-2025,56.84,62.83,0.0,0.0,0.0,0.0,0.0,29.99,0.0,1002.87,0.0,151
29-10-2025,44.15,55.09,0.0,0.0,0.0,0.0,0.0,29.96,0.0,979.49,0.0,165
30-10-2025,36.52,41.2,0.0,0.0,0.0,0.0,0.0,31.22,0.0,1007.07,0.0,250
31-10-2025,38.65,43.88,0.0,0.0,0.0,0.0,0.0,29.1,0.0,958.76,0.0,243
01-11-2025,44.23,48.39,0.0,0.0,0.0,0.0,0.0,30.17,0.0,992.55,0.0,248
03-11-2025,45.05,49.83,0.0,0.0,0.0,0.0,0.0,29.19,0.0,992.25,0.0,242
04-11-2025,47.07,53.17,0.0,0.0,0.0,0.0,0.0,30.61,0.0,1000.68,0.0,254
05-11-2025,30.38,33.39,0.0,0.0,0.0,0.0,0.0,27.73,0.0,883.02,0.0,229
06-11-2025,42.58,46.29,0.0,0.0,0.0,0.0,0.0,27.99,0.0,899.81,0.0,235
07-11-2025,41.29,46.2,0.0,0.0,0.0,0.0,0.0,27.43,0.0,910.79,0.0,219
10-11-2025,64.31,71.05,0.0,0.0,0.0,0.0,0.0,28.61,0.0,982.88,0.0,175
11-11-2025,83.67,91.03,0.0,0.0,0.0,0.0,0.0,27.61,0.0,889.65,0.0,223
12-11-2025,85.45,93.73,0.0,0.0,0.0,0.0,0.0,28.69,0.0,967.68,0.0,206
13-11-2025,101.53,110.47,0.0,0.0,0.0,0.0,0.0,28.34,0.0,924.87,0.0,219
14-11-2025,86.53,94.33,0.0,0.0,0.0,0.0,0.0,29.9,0.0,948.42,0.0,208
15-11-2025,75.93,83.12,0.0,0.0,0.0,0.0,0.0,28.29,0.0,975.26,0.0,164
16-11-2025,89.05,97.01,0.0,0.0,0.0,0.0,0.0,29.89,0.0,916.31,0.0,1180
17-11-2025,97.9,106.96,0.0,0.0,0.0,0.0,0.0,27.54,0.0,882.12,0.0,249
18-11-2025,71.03,77.14,0.0,0.0,0.0,0.0,0.0,28.81,0.0,914.1,0.0,252
01-12-2025,71.29,78.41,0.0,0.0,0.0,0.0,0.0,28.41,0.0,814.76,0.0,42
16-12-2025,37.2,41.33,0.0,0.0,0.0,0.0,0.0,26.27,0.0,822.7,0.0,27
17-12-2025,23.07,25.42,0.0,0.0,0.0,0.0,0.0,29.79,0.0,938.26,0.0,601
18-12-2025,29.88,33.78,0.0,0.0,0.0,0.0,0.0,30.01,0.0,958.7,0.0,247
30-12-2025,73.73,82.29,0.0,0.0,0.0,0.0,0.0,29.23,0.0,904.07,0.0,727
31-12-2025,70.41,79.83,0.0,0.0,0.0,0.0,0.0,28.45,0.0,894.49,0.0,287
01-01-2026,81.91,96.24,0.0,0.0,0.0,0.0,0.0,30.51,0.0,961.92,0.0,358
02-01-2026,55.79,63.65,0.0,0.0,0.0,0.0,0.0,29.13,0.0,913.79,0.0,1206
03-01-2026,44.59,50.95,0.0,0.0,0.0,0.0,0.0,28.46,0.0,902.83,0.0,241
05-01-2026,2.76,3.2,0.0,0.0,0.0,0.0,0.0,29.45,0.0,909.42,0.0,598
06-01-2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.14,0.0,914.21,0.0,237
07-01-2026,48.97,55.34,0.0,0.0,0.0,0.0,0.0,30.07,0.0,945.27,0.0,577
08-01-2026,54.03,63.62,0.0,0.0,0.0,0.0,0.0,30.28,0.0,963.82,0.0,264
09-01-2026,32.5,39.57,0.0,0.0,0.0,0.0,0.0,30.08,0.0,956.7,0.0,271
10-01-2026,42.97,48.96,0.0,0.0,0.0,0.0,0.0,31.0,0.0,968.39,0.0,1322
11-01-2026,24.09,26.77,0.0,0.0,0.0,0.0,0.0,30.37,0.0,953.57,0.0,1354
12-01-2026,24.22,29.1,0.0,0.0,0.0,0.0,0.0,30.95,0.0,983.3,0.0,268
14-01-2026,21.93,25.27,0.0,0.0,0.0,0.0,0.0,30.19,0.0,947.31,0.0,275
15-01-2026,40.16,44.87,0.0,0.0,0.0,0.0,0.0,30.81,0.0,986.75,0.0,239
16-01-2026,40.27,44.73,0.0,0.0,0.0,0.0,0.0,30.24,0.0,936.08,0.0,265
17-01-2026,60.68,68.02,0.0,0.0,0.0,0.0,0.0,29.28,0.0,923.38,0.0,102
19-01-2026,77.13,86.36,0.0,0.0,0.0,0.0,0.0,29.85,0.0,952.59,0.0,273
20-01-2026,82.04,91.22,0.0,0.0,0.0,0.0,0.0,30.26,0.0,957.73,0.0,208
21-01-2026,61.87,70.05,0.0,0.0,0.0,0.0,0.0,28.49,0.0,900.44,0.0,281
22-01-2026,59.09,67.46,0.0,0.0,0.0,0.0,0.0,29.13,0.0,936.39,0.0,279
23-01-2026,48.01,54.58,0.0,0.0,0.0,0.0,0.0,29.83,0.0,957.99,0.0,274
27-01-2026,30.67,36.23,0.0,0.0,0.0,0.0,0.0,30.95,0.0,962.17,0.0,251
28-01-2026,54.22,65.24,0.0,0.0,0.0,0.0,0.0,31.77,0.0,973.15,0.0,275
29-01-2026,76.73,87.25,0.0,0.0,0.0,0.0,0.0,30.75,0.0,954.32,0.0,277
30-01-2026,65.1,73.21,0.0,0.0,0.0,0.0,0.0,30.07,0.0,929.67,0.0,385
31-01-2026,82.05,95.91,0.0,0.0,0.0,0.0,0.0,32.45,0.0,1006.06,0.0,259
01-02-2026,51.05,57.08,0.0,0.0,0.0,0.0,0.0,31.1,0.0,944.97,0.0,1381
02-02-2026,70.45,80.13,0.0,0.0,0.0,0.0,0.0,32.82,0.0,994.14,0.0,270
03-02-2026,73.81,85.4,0.0,0.0,0.0,0.0,0.0,33.53,0.0,1009.93,0.0,267
04-02-2026,75.5,86.17,0.0,0.0,0.0,0.0,0.0,31.35,0.0,958.55,0.0,279
05-02-2026,66.19,76.49,0.0,0.0,0.0,0.0,0.0,32.79,0.0,1006.51,0.0,170
